input_file,status,added_vertices,total_length,exec_time_sec,max_rel_error_abs,max_error_pair_i,max_error_pair_j,mae
manhattan_n10_k20_d2_add24.csv,OK,784,86868,55.005529,0,v1,v2,0
manhattan_n10_k20_d2_add25.csv,OK,842,96692,66.701399,0,v1,v2,0
manhattan_n10_k20_d2_add26.csv,OK,923,107634,84.170194,0,v1,v2,0
manhattan_n10_k20_d2_add27.csv,OK,1090,160789,136.514157,0,v1,v2,0
manhattan_n10_k20_d2_add28.csv,OK,1114,163627,141.027658,0,v1,v2,0
manhattan_n10_k20_d2_add29.csv,OK,1156,171103,154.851814,0,v1,v2,0
manhattan_n10_k20_d2_add30.csv,OK,1234,191881,186.357100,0,v1,v2,0

manhattan_n50_k5_d2_base.csv,OK,2,72,0.100067,0,v1,v2,0
manhattan_n50_k5_d2_add1.csv,OK,6,156,0.894119,0,v1,v2,0
manhattan_n50_k5_d2_add2.csv,OK,16,434,0.164270,0,v1,v2,0
manhattan_n50_k5_d2_add3.csv,OK,22,481,0.175742,0,v1,v2,0
manhattan_n50_k5_d2_add4.csv,OK,30,930,0.215652,0,v1,v2,0
manhattan_n50_k5_d2_add5.csv,OK,36,1078,0.242709,0,v1,v2,0
manhattan_n50_k5_d2_add6.csv,OK,51,1253,0.319868,0,v1,v2,0
manhattan_n50_k5_d2_add7.csv,OK,78,3957,0.501696,0,v1,v2,0
manhattan_n50_k5_d2_add8.csv,OK,116,24685,1.146121,0,v1,v2,0
manhattan_n50_k5_d2_add9.csv,OK,155,49594,1.734250,0,v1,v2,0
manhattan_n50_k5_d2_add10.csv,OK,194,75860,2.600284,0,v1,v2,0

manhattan_n50_k10_d2_base.csv,OK,29,300,0.210329,0,v1,v2,0
manhattan_n50_k10_d2_add1.csv,OK,37,355,0.943218,0,v1,v2,0
manhattan_n50_k10_d2_add2.csv,OK,59,605,0.333280,0,v1,v2,0
manhattan_n50_k10_d2_add3.csv,OK,87,2433,0.476986,0,v1,v2,0
manhattan_n50_k10_d2_add4.csv,OK,112,3829,0.683134,0,v1,v2,0
