input_file,status,added_vertices,total_length,exec_time_sec,max_rel_error_abs,max_error_pair_i,max_error_pair_j,mae
manhattan_n10_k20_d2_add23.csv,OK,274,1187,3.475040,0.25,v4,v22,0.19712070874861573
manhattan_n10_k20_d2_add24.csv,OK,180,803,1.702179,0.19999999999999996,v20,v32,0.18181818181818182
manhattan_n10_k20_d2_add25.csv,OK,251,1085,2.973718,0.18181818181818177,v13,v27,0.14545454545454545
manhattan_n10_k20_d2_add26.csv,OK,293,1281,4.147126,0.25,v4,v33,0.25507246376811593
manhattan_n10_k20_d2_add27.csv,OK,351,1531,5.933483,0.40000000000000002,v18,v40,0.30157261794634599
manhattan_n10_k20_d2_add28.csv,OK,347,1525,5.779272,0.40000000000000002,v18,v40,0.35106382978723405
manhattan_n10_k20_d2_add29.csv,OK,344,1490,5.823412,0.40000000000000002,v18,v40,0.32482993197278914
manhattan_n10_k20_d2_add30.csv,OK,333,1467,5.563607,0.36363636363636365,v25,v44,0.19755102040816327

manhattan_n50_k5_d2_base.csv,OK,2,72,0.103358,0,v1,v2,0
manhattan_n50_k5_d2_add1.csv,OK,5,153,0.351505,0,v1,v2,0
manhattan_n50_k5_d2_add2.csv,OK,9,225,0.161180,0,v1,v2,0
manhattan_n50_k5_d2_add3.csv,OK,13,298,0.153855,0,v1,v2,0
manhattan_n50_k5_d2_add4.csv,OK,17,456,0.177185,0,v1,v2,0
manhattan_n50_k5_d2_add5.csv,OK,19,459,0.191270,0,v1,v2,0
manhattan_n50_k5_d2_add6.csv,OK,26,504,0.222448,0.04081632653061229,v5,v8,0.10909090909090909
manhattan_n50_k5_d2_add7.csv,OK,29,655,0.240176,0.19047619047619047,v5,v11,0.21212121212121213
manhattan_n50_k5_d2_add8.csv,OK,698,4098,48.290286,0.1454545454545455,v4,v10,0.74358974358974361
manhattan_n50_k5_d2_add9.csv,OK,1264,7662,437.859509,0.23076923076923073,v1,v11,1.1868131868131868
manhattan_n50_k5_d2_add10.csv,TIMEOUT,,,600.012233,,,,

manhattan_n50_k10_d2_add1.csv,OK,10,229,0.158971,0,v1,v2,0
manhattan_n50_k10_d2_add2.csv,OK,21,458,0.221430,0,v1,v2,0
manhattan_n50_k10_d2_add3.csv,OK,39,646,0.274783,0.068965517241379337,v4,v11,0.30769230769230771
manhattan_n50_k10_d2_add4.csv,OK,44,679,0.318493,0.10526315789473684,v4,v14,0.32967032967032966
manhattan_n50_k10_d2_add5.csv,OK,62,819,0.401485,0.07999999999999996,v12,v14,0.17142857142857143
manhattan_n50_k10_d2_add6.csv,TIMEOUT,,,600.626874,,,,
manhattan_n50_k10_d2_add7.csv,TIMEOUT,,,600.915728,,,,
manhattan_n50_k10_d2_add8.csv,TIMEOUT,,,601.173384,,,,

manhattan_n50_k20_d2_add1.csv,OK,34,507,0.541550,0,v1,v2,0
manhattan_n50_k20_d2_add2.csv,OK,44,657,0.399165,0,v1,v2,0
manhattan_n50_k20_d2_add3.csv,OK,72,1023,0.545405,0,v1,v2,0
manhattan_n50_k20_d2_add4.csv,OK,332,2829,5.064438,0.07999999999999996,v11,v24,0.2318840579710145
manhattan_n50_k20_d2_add5.csv,OK,423,3119,9.091407,0.07999999999999996,v11,v24,0.38
